txid,timestamp,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,num_inputs,num_outputs,amount_btc,fee_btc,fee_ratio,script_type,geo_country,asn,organization,india_state,india_city,india_region,transaction_scope,india_link_type,is_india_linked,cross_border_flag,external_country,transaction_value_inr,event_window_id,synthetic_label
tx_e02b5ab6abb0e29c,2026-08-29T13:31:05Z,203.238.76.153,194.205.180.252,8333,8333,bc1qba57e077a2a8;bc1qd4798382c93e;bc1q1815c515e949,bc1q08f9a410cea6;bc1q36bb3a66d1b4,3,2,0.224455,0.00014574,0.000649,P2WSH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1683412.5,WIN_119,0
tx_a0ddd445bfc7c50f,2026-08-29T16:23:05Z,45.210.104.211,45.208.2.155,8795,8333,bc1qd4b2d6daa2c8;bc1q315bdaaaa9fc,bc1qc11cc7a5a6e3,2,1,0.140766,0.00021212,0.001507,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,CH,1055745.0,WIN_105,0
tx_2a2133c85b603e7d,2026-08-31T02:27:05Z,194.86.12.1,203.179.61.1,13365,8333,bc1qb922b328f831,bc1qc06e93f56ddd,1,1,0.928447,0.00027614,0.000297,P2WPKH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6963352.5,WIN_134,0
tx_ca64d9e4afb9c85d,2026-08-29T12:14:05Z,185.228.199.84,45.205.128.11,62853,8333,bc1q205d58994992,bc1q41f2bfa7333b,1,1,1.346595,0.00025401,0.000189,P2SH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,10099462.5,WIN_120,0
tx_907f9ab684eca357,2026-08-30T17:59:05Z,194.71.36.160,194.126.160.40,41686,8333,bc1q1da8aa755192;bc1qba57e077a2a8;bc1qdd11d5156003,bc1q5cc29db03b44;bc1qdfe04d5009f8,3,2,1.93524,0.00020479,0.000106,P2WPKH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Domestic,India Domestic,true,false,None,14514300.0,WIN_104,0
tx_f41c104b97910abb,2026-08-30T13:07:05Z,198.139.188.112,198.131.196.183,8333,8333,bc1qc22874b67463;bc1qe7f1776ce5c3,bc1q74221c4d7245,2,1,0.614994,0.0001878,0.000305,P2PKH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Domestic,India Domestic,true,false,None,4612455.0,WIN_139,0
tx_f41a4c933072c5a4,2026-08-29T15:49:05Z,142.232.134.217,45.152.162.64,8333,8333,bc1q07d0f78e1433;bc1q283d20af0d58,bc1qbbdf4c86ac5c,2,1,1.190618,0.00010738,9e-05,P2WPKH,CH,AS3303,Swisscom Switzerland,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,8929635.0,WIN_114,0
tx_a45c747feab45739,2026-08-31T04:06:05Z,103.215.216.100,194.86.12.1,59049,8333,bc1q723d0cdfbe97,bc1q67c87712a82e,1,1,1.533681,6.82e-05,4.4e-05,P2WSH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Domestic,India Domestic,true,false,None,11502607.5,WIN_121,0
tx_fc40331beb97170b,2026-08-30T20:18:05Z,194.62.234.242,194.193.55.81,4337,8333,bc1q1d13030e5ded,bc1q944c0a9d2e23;bc1qa2d105463427,1,2,1.92065,0.00014982,7.8e-05,P2WSH,BR,AS28573,Claro Brazil,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,14404875.0,WIN_108,0
tx_54440abc0986f3fd,2026-08-29T22:37:05Z,142.62.242.105,203.105.10.112,8333,8333,bc1q0c45cc611a3c,bc1q11c9fd4a120d,1,1,0.459709,0.00012733,0.000277,P2PKH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Cross-Border,India Inbound,true,true,RU,3447817.5,WIN_130,0
tx_a444e2163bba8c5c,2026-08-30T08:21:05Z,194.70.145.252,103.51.66.79,8333,8333,bc1q9e86400346da;bc1qae57903eed0f,bc1q2648bcc93ea6;bc1q97b78ebfe003,2,2,0.391659,0.00028426,0.000726,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,2937442.5,WIN_122,0
tx_a7dc296db10ca3f8,2026-08-30T17:59:05Z,198.205.181.131,142.66.84.16,4866,8333,bc1qfc3a3024f10b,bc1q26a9eeb82cc3,1,1,2.180659,0.00020966,9.6e-05,P2PKH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,16354942.5,WIN_134,0
tx_c77bbf4a6e0ffb69,2026-08-30T14:28:05Z,194.117.112.108,194.138.37.80,8333,8333,bc1q5744ead33c29;bc1q3f5b2da846e8,bc1q31bfc4f76d89;bc1q74221c4d7245,2,2,0.434367,0.00030096,0.000693,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,3257752.5,WIN_115,0
tx_3e501fe7405df6ef,2026-08-30T04:19:05Z,203.105.10.112,194.138.37.80,52295,8333,bc1q7cd0b7144243;bc1q6091833033f0;bc1qe6e7aaa2005f,bc1qbbdf4c86ac5c,3,1,1.312744,0.00012101,9.2e-05,TAPROOT,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,9845580.0,WIN_132,0
tx_e159590302648ebd,2026-08-30T01:52:05Z,203.83.59.175,194.168.35.231,61586,8333,bc1qa954d4d3f665;bc1qb62df4ab6f7f,bc1q86793f5bab6e;bc1qeba8221c0095,2,2,0.550731,8.959e-05,0.000163,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,4130482.5,WIN_138,0
tx_cf2fe4e097bfe49d,2026-08-29T19:04:05Z,203.85.86.136,194.19.113.109,8333,8333,bc1q31bfc4f76d89,bc1qe553e5fc01c6,1,1,1.265601,0.00013614,0.000108,P2PKH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,CH,9492007.5,WIN_132,0
tx_f0d3746beedaf903,2026-08-29T17:00:05Z,185.207.80.111,45.43.181.137,8333,8333,bc1q2c89069fd0c2;bc1qf74f04dc85f1;bc1q0341d381a7ee,bc1q41f2bfa7333b;bc1q89bf1aa1ccf0,3,2,1.040829,0.00023008,0.000221,P2WPKH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,7806217.5,WIN_127,0
tx_df6d701e426e1166,2026-08-29T14:21:05Z,194.138.37.80,198.136.81.178,8333,8333,bc1q727f028b885d;bc1qa2d105463427;bc1q3a9e03c7e5b8,bc1qd4798382c93e;bc1q4832edd1b2a9,3,2,1.419947,9.351e-05,6.6e-05,TAPROOT,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,10649602.5,WIN_109,0
tx_29a2467f5dded9e0,2026-08-29T12:01:05Z,194.22.76.110,185.75.64.56,8333,8333,bc1qf565599c0e98;bc1q8621a12d67a8;bc1qeba8221c0095,bc1qfcbd969e2963;bc1qd3182cc28296,3,2,1.096809,0.00020633,0.000188,P2SH,CH,AS3303,Swisscom Switzerland,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,8226067.5,WIN_103,0
tx_e7bb4b1a175a4a74,2026-08-31T02:56:05Z,185.190.109.91,103.60.165.190,8333,8333,bc1qdfe04d5009f8;bc1qadaf697db61b;bc1qf526903e41ea,bc1q30cb76b4660d;bc1q271bb10dbca1,3,2,0.656595,5.613e-05,8.5e-05,P2SH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Domestic,India Domestic,true,false,None,4924462.5,WIN_139,0
tx_e1f2b3e3251ef2ef,2026-08-29T10:28:05Z,185.75.64.56,203.225.136.152,4771,8333,bc1qf7f5baeb4d1a,bc1q3472407512a4;bc1qbdfb132d044b,1,2,0.098028,7.1e-05,0.000724,P2SH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,735210.0,WIN_110,0
tx_a486c16e68af2b4d,2026-08-31T04:51:05Z,45.17.209.79,203.151.162.29,20492,8333,bc1q38aaa43819e2,bc1q9fd37691ffc7,1,1,0.867402,0.00022812,0.000263,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6505515.0,WIN_132,0
tx_aed4468d8e646c36,2026-08-29T15:16:05Z,194.43.166.73,194.22.76.110,8333,8333,bc1qd90e1934b3ae;bc1qd0865a987b03;bc1q07d0f78e1433,bc1q52ed13c7130c;bc1q33628b59b756,3,2,0.548208,0.00033224,0.000606,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,4111560.0,WIN_115,0
tx_54e523b949349931,2026-08-31T07:16:05Z,45.70.33.251,194.12.85.64,35387,8333,bc1q727f028b885d,bc1q38aaa43819e2,1,1,1.922735,0.00021817,0.000113,TAPROOT,CH,AS3303,Swisscom Switzerland,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,14420512.5,WIN_103,0
tx_9462834f0b201530,2026-08-29T09:45:05Z,45.125.206.44,203.19.186.221,8333,8333,bc1qdc0d84b7a9b9;bc1q99c32144f88b;bc1q733dcbce1a1d,bc1q5744ead33c29;bc1qf616adf9080b,3,2,1.32312,0.0003992,0.000302,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,9923400.0,WIN_131,0
tx_366de652f3c19ac4,2026-08-30T07:31:05Z,185.207.80.111,103.92.240.146,8333,8333,bc1qcf7f901c0c70;bc1q41f2bfa7333b,bc1q1815c515e949,2,1,0.69935,0.0003865,0.000553,P2PKH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,5245125.0,WIN_138,0
tx_7d6e0dab1faac4b4,2026-08-30T03:58:05Z,198.221.17.92,103.60.165.190,8333,8333,bc1q41782e651a78,bc1qa04ca986a5d6;bc1q95f0ffde523c,1,2,0.723622,0.00038662,0.000534,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,5427165.0,WIN_131,0
tx_1971450cc252b2d6,2026-08-30T10:42:05Z,142.62.242.105,203.211.211.5,8333,8333,bc1q91c3578120be;bc1q9fd37691ffc7,bc1q2bbaa517e0ce;bc1q08f9a410cea6,2,2,0.317884,0.00013627,0.000429,P2WSH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,DE,2384130.0,WIN_138,0
tx_3ce30fafd466547a,2026-08-29T09:28:05Z,198.175.130.160,194.111.65.31,4129,8333,bc1qac009a08a8f9,bc1qba620c1f1b49,1,1,0.988446,0.00035044,0.000355,P2WPKH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Cross-Border,India Outbound,true,true,AE,7413345.0,WIN_138,0
tx_e2f0bdf2f86d8c1b,2026-08-29T17:04:05Z,103.180.29.197,194.43.166.73,46032,8333,bc1q1106259939c7;bc1q04d43b7176c6;bc1qd7f1792c763a,bc1q64a1aca5187a,3,1,2.402197,0.00015143,6.3e-05,P2SH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,18016477.5,WIN_138,0
tx_6b38dc044d4ecd38,2026-08-31T04:49:05Z,198.121.143.125,45.102.156.31,8333,8333,bc1q04d43b7176c6,bc1qd3182cc28296;bc1qc11cc7a5a6e3,1,2,0.202432,0.00037486,0.001852,P2SH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,BR,1518240.0,WIN_126,0
tx_e6499ec372441a26,2026-08-30T12:16:05Z,198.118.254.93,198.232.186.91,35873,8333,bc1qd4b2d6daa2c8;bc1q9351f56f0645;bc1q426ac5716a7c,bc1qc14726423a1f;bc1q55f1608dd46a,3,2,1.764052,0.00039187,0.000222,TAPROOT,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,13230390.0,WIN_133,0
tx_dce37066d35598fe,2026-08-30T16:02:05Z,45.85.217.3,198.121.143.125,8333,8333,bc1q4b595893c90f;bc1q832aa9aaed28,bc1q7d961e7cb171;bc1q52ed13c7130c,2,2,1.231798,8.399e-05,6.8e-05,TAPROOT,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,9238485.0,WIN_133,0
tx_930e9df52a867430,2026-08-30T12:36:05Z,203.168.99.42,194.19.113.109,8333,8333,bc1qe6b6530c1104,bc1q488fae5346d9,1,1,2.015767,0.00035446,0.000176,P2WPKH,IN,AS9829,BSNL India,Kerala,Kochi,South,Cross-Border,India Inbound,true,true,BR,15118252.5,WIN_131,0
tx_4a3daed9503cdcaa,2026-08-30T00:51:05Z,45.192.91.18,103.75.24.220,8333,8333,bc1q439f1fc2b5b9,bc1q3f6cfc8e5b4e;bc1qb8fd3d0c1494,1,2,1.010618,0.00028082,0.000278,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,DE,7579635.0,WIN_114,0
tx_22637f6a4a83ac14,2026-08-29T12:39:05Z,45.157.242.2,203.211.211.5,8333,8333,bc1qbe84020467b0;bc1q1da8aa755192,bc1q4545c484385c;bc1qa47955fd4033,2,2,0.435599,0.00012559,0.000288,P2WSH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,3266992.5,WIN_108,0
tx_e094136616397ba8,2026-08-29T18:19:05Z,185.75.64.56,198.121.143.125,9170,8333,bc1q6deef40d767e,bc1q315bdaaaa9fc,1,1,1.213409,6.196e-05,5.1e-05,P2WSH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,9100567.5,WIN_118,0
tx_f5bddaa9dec6a61d,2026-08-31T02:35:05Z,45.95.49.149,203.168.99.42,8333,8333,bc1q41f2bfa7333b;bc1q5b34a48c903c;bc1q4545c484385c,bc1q7ea576e8ddb8,3,1,0.990894,0.00033308,0.000336,TAPROOT,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,7431705.0,WIN_128,0
tx_3d95d11e6f658a70,2026-08-30T20:12:05Z,203.36.46.240,103.61.236.31,8333,8333,bc1q943d64364c06;bc1q283d20af0d58;bc1q3f5b2da846e8,bc1qb10e8721f536;bc1qf7f7abcec3af,3,2,1.022208,0.00033415,0.000327,TAPROOT,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,7666560.0,WIN_128,0
tx_fc0e7165bdd77083,2026-08-29T14:28:05Z,103.51.66.79,103.51.66.79,31889,8333,bc1qa74e78852468;bc1qcd745a23893f,bc1q7e4c174281d4;bc1q7962b73d323e,2,2,0.845874,0.00015435,0.000182,P2WSH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6344055.0,WIN_130,0
tx_e48b291fc6786150,2026-08-29T11:33:05Z,198.152.75.193,194.81.11.170,8333,8333,bc1q9bb8530655b7;bc1q8b3fac74dd0d;bc1qc531ee526640,bc1qc531ee526640,3,1,1.137748,0.00028691,0.000252,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,8533110.0,WIN_104,0
tx_346f2c66daac1264,2026-08-30T17:34:05Z,198.54.217.6,103.75.24.220,24112,8333,bc1q3828e9c2193c;bc1q9bb8530655b7;bc1q41f2bfa7333b,bc1q305de24def92;bc1qbccd2c3573ad,3,2,2.384313,0.0002539,0.000106,TAPROOT,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,17882347.5,WIN_133,0
tx_afe3fb32eda44ca8,2026-08-31T01:07:05Z,198.121.143.125,185.226.144.45,8333,8333,bc1qa954d4d3f665;bc1q723d0cdfbe97,bc1q95f0ffde523c;bc1q9351f56f0645,2,2,1.410881,8.897e-05,6.3e-05,P2PKH,IN,AS4755,Tata Communications,West Bengal,Kolkata,East,Domestic,India Domestic,true,false,None,10581607.5,WIN_140,0
tx_3a61d45076748797,2026-08-29T15:17:05Z,198.84.222.78,45.146.220.146,8333,8333,bc1q305de24def92,bc1qfddf48856194,1,1,0.242239,0.00033827,0.001396,P2WSH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1816792.5,WIN_110,0
tx_94984be0c9b9e01b,2026-08-29T08:02:05Z,194.43.166.73,194.181.206.167,8333,8333,bc1q2d8bf4786ffe,bc1q23b022d7b56e,1,1,1.912088,0.00018842,9.9e-05,P2WSH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Domestic,India Graph-Linked,true,false,None,14340660.0,WIN_136,0
tx_38d1e97e7061ba96,2026-08-29T18:34:05Z,203.225.136.152,142.133.146.207,8333,8333,bc1qf9d2db7534f5,bc1q04a0fafe3270;bc1q31fe6d16560c,1,2,1.677094,0.00023382,0.000139,P2PKH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,JP,12578205.0,WIN_127,0
tx_eb40215ee076eaea,2026-08-29T10:18:05Z,203.221.74.253,194.70.145.252,8333,8333,bc1q824575b7d9dc;bc1qf565599c0e98;bc1q6deef40d767e,bc1q744428d00bae,3,1,0.594652,0.00027974,0.00047,TAPROOT,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NL,4459890.0,WIN_131,0
tx_0e0d26dc50682a10,2026-08-30T08:57:05Z,198.205.181.131,194.168.35.231,31521,8333,bc1q38aaa43819e2;bc1q07d0f78e1433;bc1qd7f1792c763a,bc1q657ed510e5c3,3,1,1.108198,0.00036442,0.000329,P2WSH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Cross-Border,India Outbound,true,true,DE,8311485.0,WIN_119,0
tx_e94c4a5a132fe64b,2026-08-30T19:17:05Z,45.239.91.46,103.51.66.79,24080,8333,bc1qd003332ce937;bc1qe33c51e3150f,bc1q32be7a6e8156,2,1,0.242476,0.00024122,0.000995,P2WPKH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1818570.0,WIN_140,0
tx_26a5cb0e2b5f74ee,2026-08-30T10:16:05Z,194.81.11.170,198.232.186.91,63213,8333,bc1q74a8f86ee6da;bc1qa2d105463427,bc1q3d7abe0542b4,2,1,2.035178,0.00032544,0.00016,TAPROOT,NG,AS37105,MainOne Nigeria,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,15263835.0,WIN_124,0
tx_983589c82567267d,2026-08-30T08:37:05Z,103.99.23.134,45.102.156.31,33996,8333,bc1qc69592ba39a3;bc1q55f1608dd46a;bc1qd3be2e39d9c2,bc1qf565599c0e98;bc1q3f07433f8a59,3,2,1.411805,0.00031234,0.000221,P2WSH,NG,AS37105,MainOne Nigeria,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,10588537.5,WIN_126,0
tx_04197592e17c9a5c,2026-08-30T19:42:05Z,142.133.146.207,142.174.221.68,14951,8333,bc1qb46c2c33780f,bc1qa060954d9707;bc1qf565599c0e98,1,2,0.227806,0.00010686,0.000469,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1708545.0,WIN_115,0
tx_534fb7da49c4c8c8,2026-08-30T07:16:05Z,45.125.206.44,103.75.24.220,10674,8333,bc1qac009a08a8f9;bc1qdc0d84b7a9b9;bc1q733dcbce1a1d,bc1qaf043a4e73f2,3,1,1.489906,0.00032001,0.000215,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,11174295.0,WIN_115,0
tx_03b460b92c354bc5,2026-08-29T21:45:05Z,45.205.128.11,103.115.153.188,44454,8333,bc1qc22874b67463;bc1qa74e78852468,bc1q30cb76b4660d,2,1,1.986809,0.00016642,8.4e-05,TAPROOT,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,14901067.5,WIN_126,0
tx_e9a7e4f095f81a06,2026-08-29T10:59:05Z,194.117.112.108,45.91.225.77,8333,8333,bc1qc11cc7a5a6e3;bc1q31fe6d16560c;bc1q9e86400346da,bc1qbc4350e38a17;bc1q97b78ebfe003,3,2,0.54414,0.00010539,0.000194,P2WSH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,4081050.0,WIN_131,0
tx_1e5390f9fff81089,2026-08-30T23:00:05Z,203.151.162.29,203.58.235.83,8333,8333,bc1q0c45cc611a3c;bc1qa74e78852468,bc1qcb680ac124cc,2,1,1.446925,0.00037757,0.000261,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,10851937.5,WIN_126,0
tx_0a8d8c35df603e76,2026-08-29T09:19:05Z,103.148.96.228,103.18.164.157,8333,8333,bc1q3f5b2da846e8;bc1qaa9cc0e45d8a;bc1q727f028b885d,bc1q3f9620f52837;bc1q11c9fd4a120d,3,2,0.746901,0.00017606,0.000236,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,5601757.5,WIN_106,0
tx_2ffeeb83a4438043,2026-08-29T08:45:05Z,45.152.162.64,185.207.80.111,49946,8333,bc1q5aaad6e2e48f;bc1q9c458eb00ae4,bc1q06d5ccc3f37a;bc1q23b022d7b56e,2,2,2.094249,0.00023068,0.00011,P2SH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,15706867.5,WIN_137,0
tx_82c71c01133e1621,2026-08-30T23:00:05Z,45.224.187.118,103.92.240.146,8333,8333,bc1qcd745a23893f;bc1qeba8221c0095;bc1q55f1608dd46a,bc1q0341d381a7ee;bc1q271bb10dbca1,3,2,0.861078,0.0003835,0.000445,P2WPKH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,6458085.0,WIN_133,0
tx_c6ce61ca82f452fe,2026-08-30T08:08:05Z,194.126.160.40,203.85.86.136,8333,8333,bc1q8a3ed6625168;bc1qade83fd6dbf4;bc1q4cd93e8f57cf,bc1qd7f1792c763a,3,1,1.458623,8.665e-05,5.9e-05,P2SH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Domestic,India Domestic,true,false,None,10939672.5,WIN_121,0
tx_b36cb26d8fa0573c,2026-08-30T03:15:05Z,45.205.128.11,194.138.37.80,35548,8333,bc1q4545c484385c;bc1qe75fdeedd4d4,bc1qd4798382c93e;bc1qd4b2d6daa2c8,2,2,2.077158,0.0001603,7.7e-05,P2WSH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,15578685.0,WIN_102,0
tx_0833f0a323fce8cf,2026-08-30T03:46:05Z,142.133.146.207,198.131.196.183,55666,8333,bc1q93eaca125aef,bc1q4a5524400b4a;bc1q979753eaacf6,1,2,2.387418,6.015e-05,2.5e-05,P2PKH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,BR,17905635.0,WIN_114,0
tx_33db940f8086f1c2,2026-08-29T21:57:05Z,45.146.220.146,45.208.2.155,8333,8333,bc1q6d00ef988847,bc1q7962b73d323e,1,1,0.151576,0.00010524,0.000694,P2SH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1136820.0,WIN_138,0
tx_ef534418d6de834d,2026-08-29T22:32:05Z,142.104.221.100,103.60.165.190,8333,8333,bc1q7ea576e8ddb8;bc1q67c87712a82e,bc1q352b73957bf6,2,1,0.978589,0.00023278,0.000238,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,7339417.5,WIN_114,0
tx_87d3c96374f522cf,2026-08-30T07:48:05Z,203.144.49.123,185.226.144.45,3242,8333,bc1qd4b2d6daa2c8,bc1q64a1aca5187a,1,1,0.419069,0.00027651,0.00066,P2WSH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,JP,3143017.5,WIN_117,0
tx_b5d750477ddcfb1b,2026-08-29T13:26:05Z,198.121.143.125,198.83.136.71,10276,8333,bc1qc22874b67463,bc1q202163ae3a5f,1,1,0.510504,0.00023134,0.000453,P2WPKH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,3828780.0,WIN_117,0
tx_10697cfc4ba96955,2026-08-30T09:49:05Z,103.60.165.190,198.136.81.178,3115,8333,bc1q55f1608dd46a;bc1qb733a18f0020,bc1qc06e93f56ddd,2,1,1.357655,0.00016583,0.000122,P2SH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,AE,10182412.5,WIN_133,0
tx_41b4f32ce4c804be,2026-08-30T13:33:05Z,203.58.235.83,185.190.109.91,8333,8333,bc1q7cd0b7144243,bc1q81adb4f5e2b1,1,1,1.126237,0.00011134,9.9e-05,P2PKH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,8446777.5,WIN_109,0
tx_1dcb2b8188c8dbf0,2026-08-30T08:30:05Z,203.168.99.42,45.210.104.211,27069,8333,bc1q04a0fafe3270;bc1q1815c515e949;bc1qd4b2d6daa2c8,bc1qf9d2db7534f5;bc1q6b911d4f45d3,3,2,1.946924,5.526e-05,2.8e-05,TAPROOT,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,14601930.0,WIN_119,0
tx_553559d760511fe7,2026-08-31T06:11:05Z,194.43.166.73,198.121.143.125,57082,8333,bc1q3f9620f52837,bc1q744428d00bae;bc1q9fd37691ffc7,1,2,0.548329,0.00023024,0.00042,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,4112467.5,WIN_101,0
tx_c26337b5ae6e85f2,2026-08-30T06:16:05Z,198.121.143.125,185.81.156.187,11672,8333,bc1qfccd64d81bef,bc1q4ae786cba461;bc1q4c2c97e5a194,1,2,1.222265,0.00028527,0.000233,P2PKH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Domestic,India Domestic,true,false,None,9166987.5,WIN_101,0
tx_53e0d506adc95da0,2026-08-29T13:25:05Z,203.197.101.27,194.172.197.146,8333,8333,bc1qf7f5baeb4d1a;bc1qa954d4d3f665,bc1qfc3a3024f10b;bc1q143ed937ada9,2,2,0.387097,0.00037634,0.000972,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,DE,2903227.5,WIN_123,0
